"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task"
272,"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,3,1,1,4,5,2,11,11,12,12,130,30,44,1,"no",260,43.55
273,"GP","M",17,"R","GT3","T",1,1,"other","other","home","father",2,3,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,1,2,13,14,15,20,3,14,54,4,"no",12,4.08
274,"GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,2,2,3,5,10,11,11,11,20,300,18,66,3,"yes",1500,465
275,"GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",1,2,0,"yes","no","no","yes","no","yes","no","yes",4,3,2,1,1,4,10,10,9,10,8,144,22,57,5,"yes",432,20.16
276,"GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"no","yes","no","yes","no","yes","yes","yes",4,4,4,1,1,3,10,12,10,11,24,27,22,110,4,"yes",135,14.31
277,"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,1,4,7,15,16,16,6,4,10,124,6,"yes",12,2
278,"GP","F",17,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,4,1,2,5,4,11,10,11,6,60,20,42,0,"no",180,45.3
279,"GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"no","no","no","yes","yes","yes","yes","no",5,2,2,1,1,2,2,9,12,13,3,18,40,63,5,"no",54,26.01
280,"GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,3,"no","no","no","yes","no","no","yes","yes",5,4,5,5,5,1,12,7,8,5,14,4,38,30,8,"yes",20,4.64
281,"GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,8,10,9,10,22,180,38,19,4,"no",180,215.1
282,"GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,2,2,4,5,0,11,12,11,8,80,36,69,8,"no",80,87.2
283,"GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,0,"no","no","no","yes","yes","no","yes","no",4,4,5,2,4,5,8,7,8,7,13,80,44,30,7,"yes",160,56.8
284,"GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,1,"yes","yes","no","yes","no","yes","yes","no",5,3,3,1,3,2,4,9,11,10,11,4,34,20,3,"no",16,5
285,"GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,2,"no","no","no","yes","no","no","yes","no",3,2,5,2,5,5,4,7,8,6,6,50,44,30,6,"no",50,44
286,"GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,14,13,12,5,6,14,81,8,"no",18,4.89
287,"GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,4,2,2,4,5,0,12,12,13,7,85,16,72,8,"no",85,39.525
288,"GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,0,9,10,10,10,55,28,76,4,"no",55,89.1
289,"GP","F",18,"U","LE3","A",2,1,"other","other","course","mother",1,2,0,"no","yes","no","yes","no","yes","yes","yes",4,3,4,1,3,5,2,12,12,13,16,50,40,96,11,"no",250,13.5
290,"GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,4,2,14,15,17,11,16,30,87,0,"no",48,23.28
291,"GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,0,10,10,11,3,20,38,60,2,"no",60,15.5
292,"GP","M",18,"U","LE3","T",2,1,"services","other","course","mother",3,2,1,"no","no","no","yes","no","no","yes","no",4,4,5,4,4,5,4,11,10,11,9,110,42,63,8,"no",550,58.3
293,"GP","F",17,"R","GT3","T",4,2,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,5,2,11,12,14,11,30,24,92,2,"no",60,19.65
294,"GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",1,3,0,"no","yes","no","yes","no","yes","no","no",4,4,3,2,3,3,4,11,12,14,11,54,14,115,2,"no",162,47.79
295,"GP","F",18,"R","GT3","T",2,2,"other","other","home","mother",1,2,0,"yes","no","no","yes","yes","yes","no","no",3,2,3,1,1,5,4,11,11,13,3,80,22,22,8,"no",320,74
296,"GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,1,4,11,13,14,11,2,18,24,11,"no",10,2.9
297,"GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,2,16,16,16,12,120,26,32,7,"no",240,18
298,"GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",2,1,0,"no","no","no","yes","no","no","no","no",5,2,2,1,1,4,0,9,10,10,11,56,24,19,7,"no",280,62.44
299,"GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"no","no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,2,10,11,12,8,160,26,42,4,"no",160,176
300,"GP","F",20,"R","GT3","T",2,1,"other","other","course","other",2,2,0,"no","yes","yes","yes","yes","no","yes","yes",1,2,3,1,2,2,8,10,12,12,18,20,20,110,4,"yes",20,33.7
301,"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",3,1,2,1,3,2,2,15,15,15,16,72,28,90,4,"no",360,104.04
302,"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,1,1,3,2,10,10,11,11,54,38,60,1,"no",216,32.94
303,"GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,2,10,11,12,13,90,18,21,8,"no",360,78.75
304,"GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","no","no","yes","no","yes","no","no",3,2,3,1,1,4,2,15,12,13,5,84,8,27,4,"no",336,60.06
305,"GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,11,12,13,10,153,42,115,2,"no",306,205.785
306,"GP","M",17,"U","GT3","T",2,2,"other","other","home","father",2,1,0,"no","no","no","yes","yes","no","yes","no",4,4,4,2,3,4,8,8,8,9,3,60,48,16,6,"yes",240,65.4
307,"GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,3,4,1,6,15,16,16,13,14,22,62,15,"no",14,21.98
308,"GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,4,4,3,4,5,0,11,11,14,24,30,30,44,7,"no",150,9.75
309,"GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,8,10,11,12,14,120,20,42,7,"yes",600,96.6
310,"GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,1,3,5,4,10,12,14,24,30,20,110,1,"no",90,47.7
311,"GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","no","yes","yes",4,3,5,1,2,3,12,8,9,10,6,18,24,51,2,"yes",18,3.87
312,"GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,3,3,5,16,11,12,12,9,20,36,92,3,"yes",80,34.4
313,"GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,10,16,16,16,8,16,32,96,3,"yes",64,9.36
314,"GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","no","yes","no","yes","no","no",4,4,3,1,1,3,2,13,13,13,4,30,18,104,0,"no",30,25.2
315,"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","no","yes","no","yes","no","yes",3,5,2,2,2,1,2,16,17,18,10,16,8,132,1,"no",16,25.52
316,"GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,5,1,2,1,8,14,14,15,22,36,24,28,0,"yes",36,60.84
317,"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,1,6,15,16,16,22,10,22,62,1,"yes",10,11.8
318,"GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12,12,170,28,48,1,"no",170,287.3
319,"GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"no","no","no","yes","no","no","yes","yes",4,1,1,1,1,5,15,12,9,10,8,70,34,105,23,"yes",210,95.2
320,"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,6,11,12,12,10,6,18,23,7,"yes",24,0.75
321,"GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,4,1,1,4,2,14,12,13,22,152,12,26,0,"no",760,116.28
322,"GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",3,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,3,1,1,1,8,13,15,15,24,21,20,56,0,"yes",21,20.055
323,"GP","F",19,"R","GT3","T",3,2,"services","services","reputation","father",1,2,1,"yes","yes","no","yes","yes","no","yes","no",3,3,3,4,3,3,0,9,8,10,3,72,34,34,0,"no",288,86.4
324,"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,0,10,10,10,7,15,20,80,4,"no",15,2.7
325,"GP","M",18,"U","GT3","T",1,2,"at_home","other","home","other",2,1,0,"no","no","no","yes","no","no","yes","no",3,4,4,2,4,4,10,10,10,11,9,16,20,80,6,"yes",80,12.72
326,"GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,22,11,11,10,20,10,18,66,7,"no",30,15.9
327,"GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,3,4,3,18,13,13,13,12,42,14,26,23,"no",210,49.77
328,"GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"no","yes","no","yes","yes","yes","no","no",5,2,2,1,1,3,2,17,17,18,6,72,4,102,0,"no",144,129.6
329,"GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,0,12,13,13,8,56,16,125,7,"no",280,81.48
330,"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",5,4,5,1,2,5,12,12,12,14,12,100,22,48,1,"yes",200,102.5
331,"GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,10,12,13,14,14,70,16,125,5,"yes",280,114.45
332,"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","no","yes","no","yes","yes","no",4,3,3,1,2,4,0,12,12,12,2,112,28,96,8,"no",336,3.36
333,"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,2,0,18,18,18,9,60,16,180,4,"no",60,15.6
334,"GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,13,13,14,11,63,32,78,3,"no",63,23.31
335,"GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,2,4,1,3,2,0,14,15,15,12,90,36,145,5,"no",360,62.55
336,"GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,2,0,17,17,17,14,48,24,34,19,"no",144,19.2
337,"GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,4,5,2,15,16,16,28,90,22,62,1,"no",360,108.45
338,"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,2,3,0,17,18,18,10,45,18,35,0,"no",180,48.6
339,"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","no","yes","yes","yes","no","no",3,1,2,1,1,3,0,18,19,19,9,240,6,185,2,"no",480,55.2
340,"GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,1,4,0,14,15,15,8,204,24,29,3,"no",816,179.52
341,"GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,3,5,0,14,15,15,13,55,12,145,4,"no",110,67.925
342,"GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,0,"no","yes","no","yes","yes","yes","yes","no",2,3,4,2,3,2,2,14,13,13,14,32,36,108,3,"no",96,31.52
343,"GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,5,1,2,2,0,13,14,14,10,64,20,135,1,"no",256,40.64
344,"GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,16,17,17,11,240,32,33,4,"no",720,78
345,"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",1,4,2,2,2,1,0,18,18,17,18,5,16,180,4,"no",20,2.825
346,"GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,2,4,1,1,4,0,14,15,15,10,104,18,58,7,"no",208,69.16
347,"GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,1,1,2,2,5,0,12,13,13,11,95,34,25,8,"no",95,119.7
348,"GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,5,0,7,7,8,6,90,38,70,4,"no",180,94.95
349,"GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,16,16,16,12,153,32,160,0,"no",153,113.985
350,"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18,8,80,4,36,0,"no",240,70.8
351,"GP","M",19,"R","LE3","T",2,1,"at_home","services","course","mother",2,3,1,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,0,9,10,11,8,30,34,76,6,"no",60,41.1
352,"GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,2,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,14,15,15,7,75,16,58,7,"no",225,97.875
353,"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,0,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,10,10,11,24,180,18,40,8,"no",540,113.4
354,"GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"yes","yes","no","yes","no","yes","no","yes",3,4,4,1,2,5,2,10,10,11,18,150,20,40,1,"no",300,246.75
355,"GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,2,1,2,12,12,15,6,12,28,72,1,"no",24,16.62
356,"GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,3,2,11,12,14,14,24,24,46,5,"no",120,22.44
357,"GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,5,2,15,16,17,14,50,34,62,7,"no",100,6.75
358,"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,1,5,2,14,15,17,18,165,12,116,1,"no",330,10.725
359,"GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",2,1,0,"no","yes","no","yes","yes","yes","yes","no",3,2,4,1,4,1,8,12,12,15,14,8,22,72,4,"no",40,12.56
360,"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17,4,285,22,150,2,"no",855,350.55
361,"GP","F",18,"U","GT3","T",3,3,"at_home","other","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,1,4,1,1,3,8,11,12,14,5,72,42,23,4,"yes",72,67.68
362,"GP","M",19,"U","GT3","T",4,2,"health","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,9,11,10,10,10,8,42,21,1,"yes",32,11.36
363,"GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,3,3,5,0,12,11,13,13,10,34,115,2,"no",30,16.4
364,"GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,4,11,12,14,14,12,18,46,0,"no",36,3
365,"GP","F",17,"U","GT3","T",4,4,"health","health","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,2,5,2,14,15,17,10,50,36,116,5,"no",50,19.25
366,"GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,2,2,1,2,5,14,15,14,17,16,190,34,87,15,"yes",380,168.15
367,"GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,0,12,12,13,13,20,22,120,7,"no",20,31.6
368,"GP","F",17,"U","LE3","T",2,1,"other","other","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,2,2,2,2,11,12,14,4,28,18,23,8,"no",112,3.5
369,"GP","M",18,"U","LE3","T",4,4,"other","other","reputation","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,3,4,5,2,8,9,11,6,95,36,17,0,"no",380,135.375
370,"GP","F",19,"U","GT3","T",1,1,"other","other","course","other",3,3,0,"no","no","no","yes","yes","no","no","yes",1,5,5,4,3,5,12,10,10,11,14,75,16,60,8,"yes",300,83.625
371,"GP","F",19,"U","LE3","A",1,1,"other","other","course","other",3,2,2,"no","yes","no","yes","no","yes","yes","yes",5,3,4,1,1,4,2,8,8,9,0,72,48,32,19,"no",216,66.24
372,"GP","F",18,"U","GT3","T",2,2,"other","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,5,2,4,5,2,10,10,10,12,10,26,80,1,"no",50,12.25
373,"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","yes",4,2,2,1,1,3,4,14,13,13,14,90,12,81,4,"no",360,59.85
374,"GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,3,2,2,2,3,0,11,11,10,11,99,42,110,4,"no",198,136.62
375,"GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",3,4,3,2,3,5,0,17,18,17,6,225,18,70,1,"no",1125,41.625
376,"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","yes","yes","yes","yes","no",3,3,3,2,3,2,0,14,14,15,1,114,30,84,8,"no",570,187.53
377,"GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,2,2,0,14,14,14,5,114,24,28,7,"no",228,80.37
378,"GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,0,13,14,13,11,90,38,108,5,"no",450,144.45
379,"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17,5,100,30,35,5,"no",500,118
380,"GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,5,5,4,2,11,10,10,5,64,18,84,0,"no",64,83.52
381,"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,3,4,0,13,12,13,14,144,38,100,0,"no",288,225.36
382,"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","no","yes","no","yes","yes","yes",4,3,3,1,2,4,4,15,14,15,26,24,22,58,3,"no",96,14.4
383,"GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,2,5,5,2,11,12,11,7,100,30,69,4,"no",300,39.5
384,"GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12,4,360,24,88,2,"no",720,91.8
385,"GP","M",19,"R","GT3","T",3,2,"at_home","services","home","other",1,1,0,"no","yes","no","yes","no","yes","no","yes",5,3,4,2,2,5,0,11,10,10,12,60,22,42,3,"no",240,78
386,"GP","F",18,"U","GT3","T",2,2,"at_home","other","course","mother",4,2,0,"no","no","no","yes","yes","yes","no","yes",4,2,5,1,1,2,2,10,9,10,12,20,16,19,5,"no",80,15.7
387,"GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,5,0,15,15,15,10,300,28,150,2,"no",1500,537
388,"GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,6,15,14,15,5,90,10,116,6,"yes",90,89.55
389,"GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,8,10,11,12,4,24,38,42,4,"yes",120,23.76
390,"GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12,12,68,38,19,6,"no",136,112.54
391,"GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,6,14,13,14,6,272,10,27,7,"yes",272,429.76
392,"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,4,5,1,3,5,8,11,13,14,9,300,18,48,5,"yes",900,16.5
393,"GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,2,3,2,0,12,13,15,24,40,28,125,1,"no",40,71.2
394,"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,1,4,14,14,15,12,56,30,112,1,"no",168,61.88
395,"GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,3,2,0,14,14,16,13,60,18,140,15,"no",180,97.2
396,"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,12,12,13,9,72,16,24,2,"no",288,88.92
397,"GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,6,16,16,17,16,110,14,32,6,"no",220,59.4
398,"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,1,1,2,4,18,10,12,14,12,112,26,88,3,"yes",336,23.52
399,"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,3,0,11,12,14,8,99,36,115,2,"no",297,90.585
400,"GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,3,2,3,1,4,14,16,17,8,27,30,90,7,"no",135,46.035
401,"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,2,1,2,4,4,15,14,17,16,48,10,116,5,"no",48,46.32
402,"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,2,3,5,0,14,13,14,28,285,12,135,1,"no",1425,92.625
403,"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,11,12,13,26,72,36,69,0,"no",288,19.08
404,"GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,2,1,10,12,15,15,22,40,22,108,4,"yes",160,58.4
405,"GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,2,4,4,4,12,16,16,7,72,34,112,1,"no",144,117.72
406,"GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",2,1,1,"no","no","no","yes","yes","no","yes","no",2,2,3,3,4,5,16,10,11,11,4,45,26,84,19,"no",45,2.475
407,"GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",1,1,1,"no","yes","yes","yes","yes","yes","yes","yes",4,1,2,1,1,3,6,10,13,13,8,54,26,92,2,"yes",216,38.07
408,"GP","F",21,"U","LE3","T",4,4,"other","other","reputation","other",1,3,2,"no","no","yes","yes","yes","yes","yes","no",3,3,2,1,1,5,0,9,12,12,10,285,34,21,5,"no",1140,474.525
