"id","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","forum.posts","levels.complete","avatar.requests","teacher.requests","customize.character","facebook","time.in.session","av.seconds.per.task",school,gender,citystatus,famsize,Pstatus,Mjob,Fjob,schoolsup,famsup
240,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,16,152,36,48,8,no,608,158.84,1,1,1,1,2,3,3,1,1
241,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,5,54,12,70,4,no,54,25.11,1,1,2,1,2,3,3,1,1
242,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,7,96,20,42,4,no,192,84,1,2,2,2,2,4,4,1,2
243,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,20,96,28,57,2,no,480,152.64,1,2,2,2,2,1,3,2,2
244,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,18,117,22,150,15,no,234,87.165,1,1,2,1,1,3,3,1,1
245,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,18,60,30,130,8,no,120,51.9,1,1,2,2,2,2,3,1,1
246,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,10,12,40,125,1,no,36,17.76,1,2,1,1,2,3,3,1,2
247,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,28,48,32,130,2,no,48,10.08,1,2,2,1,2,5,5,2,2
248,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,7,26,26,104,3,no,78,3.9,1,2,2,1,2,2,3,1,2
249,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,6,140,28,90,4,no,420,242.9,1,2,2,2,2,3,3,1,2
250,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,12,120,40,72,7,no,480,141,1,2,2,1,2,1,3,1,1
251,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,14,24,8,32,5,no,96,22.08,1,2,2,2,2,3,3,1,1
252,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,6,90,28,95,5,no,180,127.35,1,1,2,1,2,3,3,1,1
253,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,24,100,30,81,23,no,500,155.5,1,1,2,1,1,3,3,1,1
254,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,11,102,38,80,15,no,408,82.62,1,1,2,2,1,4,3,1,2
255,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,22,160,22,34,3,no,800,120.8,1,1,2,2,2,1,4,1,2
256,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,11,30,36,15,7,yes,150,52.95,1,1,2,1,2,3,3,1,1
257,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,10,2,38,15,2,yes,4,0.98,1,2,2,1,2,3,1,1,2
258,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,7,35,44,72,0,yes,175,31.675,1,2,2,1,2,5,5,1,2
259,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,8,54,10,56,7,no,270,7.02,1,1,2,1,2,3,3,1,1
260,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,10,72,42,84,3,no,288,65.16,1,1,2,2,2,1,1,1,2
261,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,5,40,16,92,8,no,120,1.2,1,1,2,1,2,3,3,1,1
262,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,6,42,10,130,5,no,168,33.81,1,1,1,1,2,1,4,1,1
263,GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,3,40,34,18,3,no,80,71.6,1,1,1,2,1,3,3,1,2
264,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,no,no,no,yes,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,11,44,42,15,8,yes,88,26.62,1,2,2,1,2,3,4,1,1
265,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,no,yes,no,yes,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,10,20,18,80,11,no,60,24.2,1,1,2,2,1,3,3,1,2
266,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,7,195,28,116,7,no,975,206.7,1,1,1,2,2,1,3,1,1
267,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,7,8,10,116,7,no,40,5.56,1,1,2,2,1,5,3,1,2
268,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,12,80,34,30,5,no,400,93.6,1,2,2,2,2,2,3,1,1
269,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,9,88,28,48,15,no,176,134.2,1,2,1,2,1,5,3,1,2
270,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,14,15,36,140,4,no,15,21.75,1,2,2,2,2,5,3,1,1
271,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,9,10,30,87,5,no,20,10.75,1,2,2,1,2,4,4,1,1
272,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,12,130,30,44,1,no,260,43.55,1,1,2,1,2,5,4,1,2
273,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,20,3,14,54,4,no,12,4.08,1,2,1,1,2,3,3,1,1
274,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,20,300,18,66,3,yes,1500,465,1,1,2,1,2,4,3,1,2
275,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,yes,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,8,144,22,57,5,yes,432,20.16,1,1,2,1,2,1,3,2,1
276,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,no,yes,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,24,27,22,110,4,yes,135,14.31,1,1,2,1,2,3,3,1,2
277,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,6,4,10,124,6,yes,12,2,1,2,2,1,2,3,3,1,1
278,GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,6,60,20,42,0,no,180,45.3,1,1,2,1,2,3,4,1,2
279,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,3,18,40,63,5,no,54,26.01,1,2,2,1,2,3,3,1,1
280,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,yes,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,14,4,38,30,8,yes,20,4.64,1,2,2,1,2,4,4,1,1
281,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,22,180,38,19,4,no,180,215.1,1,2,1,2,2,3,4,1,2
282,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,8,80,36,69,8,no,80,87.2,1,2,2,1,2,3,3,1,1
283,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,yes,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,13,80,44,30,7,yes,160,56.8,1,2,2,1,2,4,3,1,1
284,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,yes,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,11,4,34,20,3,no,16,5,1,2,2,1,2,1,3,2,2
285,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,yes,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,6,50,44,30,6,no,50,44,1,2,2,1,2,4,4,1,1
286,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,5,6,14,81,8,no,18,4.89,1,2,1,1,2,3,3,1,1
287,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,7,85,16,72,8,no,85,39.525,1,2,1,1,2,3,3,1,1
288,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,10,55,28,76,4,no,55,89.1,1,2,2,2,2,2,3,1,2
289,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,16,50,40,96,11,no,250,13.5,1,1,2,2,1,3,3,1,2
290,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,11,16,30,87,0,no,48,23.28,1,1,2,2,2,5,4,1,2
291,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,3,20,38,60,2,no,60,15.5,1,1,2,1,2,4,4,1,2
292,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,9,110,42,63,8,no,550,58.3,1,2,2,2,2,4,3,1,1
293,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,11,30,24,92,2,no,60,19.65,1,1,1,1,2,3,3,1,2
294,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,yes,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,11,54,14,115,2,no,162,47.79,1,1,2,2,2,3,1,1,2
295,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,3,80,22,22,8,no,320,74,1,1,1,1,2,3,3,2,1
296,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,11,2,18,24,11,no,10,2.9,1,2,2,2,1,4,1,1,2
297,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,12,120,26,32,7,no,240,18,1,2,2,1,2,3,3,1,1
298,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,yes,no,no,no,no,5,2,2,1,1,4,0,9,10,10,11,56,24,19,7,no,280,62.44,1,2,1,1,2,3,4,1,1
299,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,8,160,26,42,4,no,160,176,1,1,2,2,2,4,4,1,1
300,GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,18,20,20,110,4,yes,20,33.7,1,1,1,1,2,3,3,1,2
301,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,16,72,28,90,4,no,360,104.04,1,1,2,1,2,4,3,1,2
302,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,11,54,38,60,1,no,216,32.94,1,2,2,1,2,5,3,1,2
303,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,13,90,18,21,8,no,360,78.75,1,2,1,1,2,3,3,1,1
304,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,5,84,8,27,4,no,336,60.06,1,1,2,1,2,3,3,1,1
305,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,10,153,42,115,2,no,306,205.785,1,1,2,1,2,1,4,1,2
306,GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,yes,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,3,60,48,16,6,yes,240,65.4,1,2,2,1,2,3,3,1,1
307,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,13,14,22,62,15,no,14,21.98,1,2,1,2,1,3,3,1,2
308,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,24,30,30,44,7,no,150,9.75,1,2,2,1,2,4,3,1,1
309,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,14,120,20,42,7,yes,600,96.6,1,1,1,1,2,5,3,1,1
310,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,24,30,20,110,1,no,90,47.7,1,2,2,1,2,2,3,1,2
311,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,6,18,24,51,2,yes,18,3.87,1,1,1,1,2,3,3,1,2
312,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,9,20,36,92,3,yes,80,34.4,1,1,2,1,2,3,4,1,2
313,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,8,16,32,96,3,yes,64,9.36,1,1,2,1,2,3,4,1,2
314,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,4,30,18,104,0,no,30,25.2,1,1,2,2,2,3,3,1,2
315,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,10,16,8,132,1,no,16,25.52,1,2,1,1,2,1,1,1,2
316,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,22,36,24,28,0,yes,36,60.84,1,1,2,1,2,3,3,1,2
317,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,22,10,22,62,1,yes,10,11.8,1,1,2,1,2,1,2,1,2
318,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,12,170,28,48,1,no,170,287.3,1,1,2,2,2,4,3,2,2
319,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,yes,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,8,70,34,105,23,yes,210,95.2,1,1,1,1,1,3,4,1,1
320,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,10,6,18,23,7,yes,24,0.75,1,2,2,1,2,5,4,1,1
321,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,22,152,12,26,0,no,760,116.28,1,1,2,1,2,2,2,2,2
322,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,24,21,20,56,0,yes,21,20.055,1,1,2,1,2,3,4,1,2
323,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,yes,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,3,72,34,34,0,no,288,86.4,1,1,1,1,2,4,4,2,2
324,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,7,15,20,80,4,no,15,2.7,1,2,2,2,2,5,4,1,1
325,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,yes,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,9,16,20,80,6,yes,80,12.72,1,2,2,1,2,1,3,1,1
326,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,20,10,18,66,7,no,30,15.9,1,2,2,2,1,4,3,1,1
327,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,12,42,14,26,23,no,210,49.77,1,2,2,2,1,5,4,1,1
328,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,6,72,4,102,0,no,144,129.6,1,1,1,2,2,1,3,1,2
329,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,8,56,16,125,7,no,280,81.48,1,1,2,1,2,3,3,2,1
330,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,12,100,22,48,1,yes,200,102.5,1,1,2,1,2,3,3,1,2
331,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,14,70,16,125,5,yes,280,114.45,1,1,2,1,2,3,3,1,1
332,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,2,112,28,96,8,no,336,3.36,1,2,2,1,2,3,3,1,1
333,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,9,60,16,180,4,no,60,15.6,1,1,2,1,2,1,1,1,2
334,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,11,63,32,78,3,no,63,23.31,1,1,2,1,2,4,5,1,2
335,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,12,90,36,145,5,no,360,62.55,1,2,2,1,2,4,4,1,1
336,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,14,48,24,34,19,no,144,19.2,1,2,2,2,1,5,5,1,2
337,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,28,90,22,62,1,no,360,108.45,1,2,2,1,2,5,3,1,2
338,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,10,45,18,35,0,no,180,48.6,1,1,2,1,2,2,4,1,2
339,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,9,240,6,185,2,no,480,55.2,1,1,1,2,2,4,3,1,2
340,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,8,204,24,29,3,no,816,179.52,1,2,1,2,2,4,3,1,2
341,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,13,55,12,145,4,no,110,67.925,1,2,2,1,2,2,3,1,2
342,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,14,32,36,108,3,no,96,31.52,1,1,2,1,2,2,3,1,2
343,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,10,64,20,135,1,no,256,40.64,1,1,2,2,2,3,3,1,2
344,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,11,240,32,33,4,no,720,78,1,1,2,1,2,3,3,1,2
345,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,18,5,16,180,4,no,20,2.825,1,2,2,2,2,5,5,1,2
346,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,10,104,18,58,7,no,208,69.16,1,1,2,2,1,2,3,1,2
347,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,11,95,34,25,8,no,95,119.7,1,2,2,2,2,3,5,1,1
348,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,6,90,38,70,4,no,180,94.95,1,1,1,1,2,4,4,1,2
349,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,12,153,32,160,0,no,153,113.985,1,1,2,1,2,3,3,1,2
350,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,8,80,4,36,0,no,240,70.8,1,1,2,1,2,2,2,1,2
351,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,8,30,34,76,6,no,60,41.1,1,2,1,2,2,1,4,1,1
352,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,7,75,16,58,7,no,225,97.875,1,2,2,1,1,4,3,1,1
353,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,24,180,18,40,8,no,540,113.4,1,2,1,1,2,3,4,1,1
354,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,yes,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,18,150,20,40,1,no,300,246.75,1,1,2,1,2,3,5,2,2
355,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,6,12,28,72,1,no,24,16.62,1,1,2,1,2,4,3,1,2
356,GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,14,24,24,46,5,no,120,22.44,1,1,2,1,2,3,3,1,1
357,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,14,50,34,62,7,no,100,6.75,1,1,1,1,2,5,5,1,1
358,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,18,165,12,116,1,no,330,10.725,1,1,2,1,2,3,3,1,2
359,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,14,8,22,72,4,no,40,12.56,1,1,2,2,2,2,4,1,2
360,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,4,285,22,150,2,no,855,350.55,1,1,1,1,2,1,4,1,2
